t_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,energy_J,status
48270.0,99984538782.75922,1448025363.7026308,0.0,-640.6133649456465,29995.361233334395,0.0,-877172568.7866485,ok
48280.0,99984532375.96199,1448325317.305353,0.0,-640.7460790736685,29995.359311033226,0.0,-877172568.7866485,ok
48290.0,99984525967.83763,1448625270.8888502,0.0,-640.8787932013981,29995.35738833378,0.0,-877172568.7866485,ok
48300.0,99984519558.38612,1448925224.4531183,0.0,-641.0115073288353,29995.355465236058,0.0,-877172568.7866485,ok
48310.0,99984513147.60748,1449225177.9981534,0.0,-641.1442214559797,29995.35354174006,0.0,-877172568.7866485,ok
48320.0,99984506735.5017,1449525131.5239518,0.0,-641.2769355828316,29995.351617845787,0.0,-877172568.7866485,ok
48330.0,99984500322.06877,1449825085.030509,0.0,-641.4096497093907,29995.34969355324,0.0,-877172568.7866483,ok
48340.0,99984493907.3087,1450125038.5178213,0.0,-641.5423638356569,29995.34776886241,0.0,-877172568.7866485,ok
48350.0,99984487491.2215,1450424991.985885,0.0,-641.6750779616304,29995.34584377331,0.0,-877172568.7866485,ok
48360.0,99984481073.80714,1450724945.4346955,0.0,-641.807792087311,29995.343918285933,0.0,-877172568.7866484,ok
48370.0,99984474655.06566,1451024898.8642492,0.0,-641.9405062126986,29995.341992400277,0.0,-877172568.7866485,ok
48380.0,99984468234.99702,1451324852.274542,0.0,-642.0732203377931,29995.340066116347,0.0,-877172568.7866485,ok
48390.0,99984461813.60126,1451624805.6655703,0.0,-642.2059344625947,29995.33813943414,0.0,-877172568.7866482,ok
48400.0,99984455390.87834,1451924759.0373294,0.0,-642.338648587103,29995.336212353657,0.0,-877172568.7866483,ok
48410.0,99984448966.82828,1452224712.3898158,0.0,-642.4713627113181,29995.334284874898,0.0,-877172568.7866483,ok
48420.0,99984442541.45108,1452524665.7230256,0.0,-642.6040768352399,29995.33235699786,0.0,-877172568.7866485,ok
48430.0,99984436114.74673,1452824619.0369544,0.0,-642.7367909588684,29995.330428722547,0.0,-877172568.7866484,ok
48440.0,99984429686.71526,1453124572.3315985,0.0,-642.8695050822035,29995.328500048956,0.0,-877172568.7866485,ok
48450.0,99984423257.35663,1453424525.606954,0.0,-643.0022192052452,29995.32657097709,0.0,-877172568.7866488,ok
48460.0,99984416826.67087,1453724478.8630168,0.0,-643.1349333279933,29995.324641506944,0.0,-877172568.7866485,ok
48470.0,99984410394.65796,1454024432.099783,0.0,-643.2676474504478,29995.322711638524,0.0,-877172568.7866488,ok
48480.0,99984403961.31792,1454324385.3172483,0.0,-643.4003615726087,29995.320781371825,0.0,-877172568.786649,ok
48490.0,99984397526.65073,1454624338.515409,0.0,-643.533075694476,29995.31885070685,0.0,-877172568.7866488,ok
48500.0,99984391090.6564,1454924291.694261,0.0,-643.6657898160495,29995.3169196436,0.0,-877172568.7866488,ok
48510.0,99984384653.33493,1455224244.8538005,0.0,-643.7985039373292,29995.314988182072,0.0,-877172568.786649,ok
48520.0,99984378214.68633,1455524197.9940233,0.0,-643.931218058315,29995.313056322266,0.0,-877172568.786649,ok
48530.0,99984371774.71057,1455824151.1149256,0.0,-644.0639321790069,29995.311124064185,0.0,-877172568.786649,ok
48540.0,99984365333.40768,1456124104.2165034,0.0,-644.1966462994047,29995.309191407825,0.0,-877172568.7866488,ok
48550.0,99984358890.77765,1456424057.2987525,0.0,-644.3293604195085,29995.30725835319,0.0,-877172568.7866486,ok
48560.0,99984352446.82048,1456724010.361669,0.0,-644.4620745393181,29995.305324900277,0.0,-877172568.7866485,ok
48570.0,99984346001.53616,1457023963.405249,0.0,-644.5947886588336,29995.303391049085,0.0,-877172568.786649,ok
48580.0,99984339554.92471,1457323916.4294887,0.0,-644.7275027780548,29995.301456799618,0.0,-877172568.7866485,ok
48590.0,99984333106.98611,1457623869.4343836,0.0,-644.8602168969818,29995.299522151872,0.0,-877172568.7866486,ok
48600.0,99984326657.72037,1457923822.4199302,0.0,-644.9929310156143,29995.297587105848,0.0,-877172568.7866488,ok
48610.0,99984320207.12749,1458223775.3861244,0.0,-645.1256451339524,29995.29565166155,0.0,-877172568.7866488,ok
48620.0,99984313755.20746,1458523728.332962,0.0,-645.258359251996,29995.29371581897,0.0,-877172568.7866491,ok
48630.0,99984307301.9603,1458823681.2604394,0.0,-645.3910733697451,29995.291779578114,0.0,-877172568.786649,ok
48640.0,99984300847.38599,1459123634.1685524,0.0,-645.5237874871996,29995.289842938982,0.0,-877172568.786649,ok
48650.0,99984294391.48454,1459423587.057297,0.0,-645.6565016043594,29995.287905901572,0.0,-877172568.786649,ok
48660.0,99984287934.25595,1459723539.9266691,0.0,-645.7892157212244,29995.285968465883,0.0,-877172568.786649,ok
48670.0,99984281475.70023,1460023492.776665,0.0,-645.9219298377947,29995.284030631916,0.0,-877172568.7866489,ok
48680.0,99984275015.81735,1460323445.6072805,0.0,-646.0546439540701,29995.282092399673,0.0,-877172568.7866488,ok
48690.0,99984268554.60735,1460623398.4185116,0.0,-646.1873580700507,29995.280153769152,0.0,-877172568.7866492,ok
48700.0,99984262092.07019,1460923351.2103546,0.0,-646.3200721857362,29995.278214740352,0.0,-877172568.786649,ok
48710.0,99984255628.2059,1461223303.9828053,0.0,-646.4527863011267,29995.276275313274,0.0,-877172568.7866492,ok
48720.0,99984249163.01447,1461523256.7358596,0.0,-646.5855004162221,29995.274335487917,0.0,-877172568.7866491,ok
48730.0,99984242696.4959,1461823209.4695137,0.0,-646.7182145310223,29995.272395264285,0.0,-877172568.7866493,ok
48740.0,99984236228.65018,1462123162.1837635,0.0,-646.8509286455273,29995.270454642374,0.0,-877172568.786649,ok
48750.0,99984229759.47733,1462423114.8786051,0.0,-646.9836427597371,29995.268513622184,0.0,-877172568.7866489,ok
48760.0,99984223288.97733,1462723067.5540345,0.0,-647.1163568736515,29995.266572203716,0.0,-877172568.7866492,ok
48770.0,99984216817.15019,1463023020.2100477,0.0,-647.2490709872704,29995.26463038697,0.0,-877172568.7866491,ok
48780.0,99984210343.99591,1463322972.8466408,0.0,-647.3817851005939,29995.262688171944,0.0,-877172568.786649,ok
48790.0,99984203869.5145,1463622925.4638097,0.0,-647.5144992136219,29995.26074555864,0.0,-877172568.7866489,ok
48800.0,99984197393.70593,1463922878.0615506,0.0,-647.6472133263543,29995.258802547058,0.0,-877172568.786649,ok
48810.0,99984190916.57024,1464222830.6398594,0.0,-647.779927438791,29995.256859137196,0.0,-877172568.786649,ok
48820.0,99984184438.10739,1464522783.1987321,0.0,-647.912641550932,29995.254915329057,0.0,-877172568.786649,ok
48830.0,99984177958.3174,1464822735.7381647,0.0,-648.0453556627773,29995.25297112264,0.0,-877172568.7866492,ok
48840.0,99984171477.20027,1465122688.2581532,0.0,-648.1780697743268,29995.251026517948,0.0,-877172568.786649,ok
48850.0,99984164994.756,1465422640.7586937,0.0,-648.3107838855803,29995.249081514976,0.0,-877172568.7866492,ok
48860.0,99984158510.98459,1465722593.239782,0.0,-648.443497996538,29995.247136113725,0.0,-877172568.786649,ok
48870.0,99984152025.88603,1466022545.7014146,0.0,-648.5762121071996,29995.245190314195,0.0,-877172568.786649,ok
48880.0,99984145539.46034,1466322498.143587,0.0,-648.7089262175651,29995.243244116384,0.0,-877172568.786649,ok
48890.0,99984139051.7075,1466622450.5662956,0.0,-648.8416403276345,29995.241297520293,0.0,-877172568.7866495,ok
48900.0,99984132562.62753,1466922402.9695363,0.0,-648.9743544374077,29995.239350525924,0.0,-877172568.7866492,ok
48910.0,99984126072.22041,1467222355.3533049,0.0,-649.1070685468845,29995.237403133277,0.0,-877172568.7866491,ok
48920.0,99984119580.48616,1467522307.7175975,0.0,-649.2397826560651,29995.23545534235,0.0,-877172568.7866495,ok
48930.0,99984113087.42476,1467822260.0624104,0.0,-649.3724967649493,29995.233507153145,0.0,-877172568.7866492,ok
48940.0,99984106593.03622,1468122212.3877392,0.0,-649.5052108735371,29995.23155856566,0.0,-877172568.7866496,ok
48950.0,99984100097.32054,1468422164.6935802,0.0,-649.6379249818283,29995.2296095799,0.0,-877172568.7866493,ok
48960.0,99984093600.27773,1468722116.9799294,0.0,-649.770639089823,29995.22766019586,0.0,-877172568.786649,ok
48970.0,99984087101.90776,1469022069.2467828,0.0,-649.9033531975211,29995.22571041354,0.0,-877172568.7866492,ok
48980.0,99984080602.21066,1469322021.4941363,0.0,-650.0360673049225,29995.223760232937,0.0,-877172568.7866492,ok
48990.0,99984074101.18642,1469621973.721986,0.0,-650.1687814120272,29995.221809654056,0.0,-877172568.7866495,ok
49000.0,99984067598.83504,1469921925.9303281,0.0,-650.301495518835,29995.219858676897,0.0,-877172568.7866495,ok
49010.0,99984061095.15651,1470221878.1191583,0.0,-650.434209625346,29995.21790730146,0.0,-877172568.7866493,ok
49020.0,99984054590.15085,1470521830.2884727,0.0,-650.5669237315601,29995.215955527743,0.0,-877172568.7866491,ok
49030.0,99984048083.81804,1470821782.4382675,0.0,-650.6996378374772,29995.214003355744,0.0,-877172568.7866491,ok
49040.0,99984041576.1581,1471121734.5685384,0.0,-650.8323519430973,29995.212050785467,0.0,-877172568.786649,ok
49050.0,99984035067.171,1471421686.6792817,0.0,-650.9650660484201,29995.21009781691,0.0,-877172568.7866492,ok
49060.0,99984028556.85678,1471721638.7704933,0.0,-651.0977801534458,29995.208144450073,0.0,-877172568.7866491,ok
49070.0,99984022045.21541,1472021590.8421693,0.0,-651.2304942581743,29995.206190684956,0.0,-877172568.786649,ok
49080.0,99984015532.2469,1472321542.8943057,0.0,-651.3632083626055,29995.20423652156,0.0,-877172568.7866489,ok
49090.0,99984009017.95125,1472621494.9268985,0.0,-651.4959224667393,29995.202281959886,0.0,-877172568.7866489,ok
49100.0,99984002502.32845,1472921446.9399436,0.0,-651.6286365705757,29995.20032699993,0.0,-877172568.7866489,ok
49110.0,99983995985.37851,1473221398.933437,0.0,-651.7613506741147,29995.198371641694,0.0,-877172568.7866492,ok
49120.0,99983989467.10143,1473521350.907375,0.0,-651.8940647773561,29995.19641588518,0.0,-877172568.7866491,ok
49130.0,99983982947.49721,1473821302.8617535,0.0,-652.0267788803,29995.194459730385,0.0,-877172568.786649,ok
49140.0,99983976426.56584,1474121254.7965684,0.0,-652.1594929829461,29995.19250317731,0.0,-877172568.7866492,ok
49150.0,99983969904.30734,1474421206.7118158,0.0,-652.2922070852945,29995.190546225953,0.0,-877172568.7866492,ok
49160.0,99983963380.7217,1474721158.6074917,0.0,-652.4249211873451,29995.188588876317,0.0,-877172568.7866495,ok
49170.0,99983956855.80891,1475021110.483592,0.0,-652.5576352890979,29995.186631128403,0.0,-877172568.7866492,ok
49180.0,99983950329.56898,1475321062.340113,0.0,-652.6903493905528,29995.184672982206,0.0,-877172568.7866492,ok
49190.0,99983943802.00192,1475621014.1770504,0.0,-652.8230634917097,29995.18271443773,0.0,-877172568.7866492,ok
49200.0,99983937273.10771,1475920965.9944003,0.0,-652.9557775925687,29995.180755494974,0.0,-877172568.7866492,ok
49210.0,99983930742.88637,1476220917.7921588,0.0,-653.0884916931295,29995.178796153938,0.0,-877172568.7866495,ok
49220.0,99983924211.33788,1476520869.570322,0.0,-653.2212057933922,29995.17683641462,0.0,-877172568.7866492,ok
49230.0,99983917678.46225,1476820821.3288858,0.0,-653.3539198933566,29995.174876277022,0.0,-877172568.7866492,ok
49240.0,99983911144.25948,1477120773.0678463,0.0,-653.4866339930228,29995.172915741143,0.0,-877172568.7866495,ok
49250.0,99983904608.72957,1477420724.7871993,0.0,-653.6193480923906,29995.170954806985,0.0,-877172568.7866495,ok
49260.0,99983898071.87251,1477720676.486941,0.0,-653.7520621914601,29995.168993474545,0.0,-877172568.7866492,ok
49270.0,99983891533.68832,1478020628.1670675,0.0,-653.8847762902311,29995.167031743822,0.0,-877172568.7866496,ok
49280.0,99983884994.17699,1478320579.8275747,0.0,-654.0174903887037,29995.16506961482,0.0,-877172568.7866492,ok
49290.0,99983878453.33852,1478620531.4684587,0.0,-654.1502044868776,29995.163107087537,0.0,-877172568.7866495,ok
49300.0,99983871911.1729,1478920483.0897152,0.0,-654.2829185847529,29995.161144161975,0.0,-877172568.7866497,ok
49310.0,99983865367.68015,1479220434.6913407,0.0,-654.4156326823295,29995.15918083813,0.0,-877172568.7866495,ok
49320.0,99983858822.86024,1479520386.2733307,0.0,-654.5483467796073,29995.157217116004,0.0,-877172568.7866493,ok
49330.0,99983852276.71321,1479820337.8356817,0.0,-654.6810608765863,29995.1552529956,0.0,-877172568.7866492,ok
49340.0,99983845729.23903,1480120289.3783894,0.0,-654.8137749732665,29995.15328847691,0.0,-877172568.7866493,ok
49350.0,99983839180.43771,1480420240.90145,0.0,-654.9464890696477,29995.15132355994,0.0,-877172568.7866493,ok
49360.0,99983832630.30925,1480720192.4048593,0.0,-655.0792031657298,29995.149358244693,0.0,-877172568.7866495,ok
49370.0,99983826078.85365,1481020143.8886135,0.0,-655.211917261513,29995.147392531162,0.0,-877172568.7866496,ok
49380.0,99983819526.0709,1481320095.3527086,0.0,-655.3446313569971,29995.14542641935,0.0,-877172568.7866495,ok
49390.0,99983812971.96103,1481620046.7971406,0.0,-655.4773454521819,29995.143459909257,0.0,-877172568.7866493,ok
49400.0,99983806416.524,1481919998.2219055,0.0,-655.6100595470675,29995.141493000883,0.0,-877172568.7866495,ok
49410.0,99983799859.75984,1482219949.6269994,0.0,-655.7427736416538,29995.139525694227,0.0,-877172568.7866491,ok
49420.0,99983793301.66853,1482519901.012418,0.0,-655.8754877359407,29995.13755798929,0.0,-877172568.7866492,ok
49430.0,99983786742.25009,1482819852.3781579,0.0,-656.0082018299282,29995.13558988607,0.0,-877172568.7866492,ok
49440.0,99983780181.5045,1483119803.7242146,0.0,-656.1409159236163,29995.13362138457,0.0,-877172568.7866492,ok
49450.0,99983773619.43178,1483419755.0505843,0.0,-656.2736300170047,29995.13165248479,0.0,-877172568.7866495,ok
49460.0,99983767056.0319,1483719706.357263,0.0,-656.4063441100935,29995.129683186726,0.0,-877172568.786649,ok
49470.0,99983760491.3049,1484019657.6442468,0.0,-656.5390582028826,29995.12771349038,0.0,-877172568.7866492,ok
49480.0,99983753925.25075,1484319608.9115317,0.0,-656.6717722953721,29995.12574339575,0.0,-877172568.7866493,ok
49490.0,99983747357.86946,1484619560.1591134,0.0,-656.8044863875617,29995.123772902843,0.0,-877172568.7866492,ok
49500.0,99983740789.16103,1484919511.3869884,0.0,-656.9372004794515,29995.121802011654,0.0,-877172568.7866493,ok
49510.0,99983734219.12546,1485219462.5951524,0.0,-657.0699145710413,29995.119830722182,0.0,-877172568.7866491,ok
49520.0,99983727647.76274,1485519413.7836015,0.0,-657.2026286623312,29995.117859034428,0.0,-877172568.786649,ok
49530.0,99983721075.07289,1485819364.9523318,0.0,-657.335342753321,29995.11588694839,0.0,-877172568.7866488,ok
49540.0,99983714501.0559,1486119316.101339,0.0,-657.4680568440108,29995.113914464073,0.0,-877172568.7866492,ok
49550.0,99983707925.71176,1486419267.2306197,0.0,-657.6007709344003,29995.111941581472,0.0,-877172568.7866489,ok
49560.0,99983701349.04048,1486719218.3401694,0.0,-657.7334850244897,29995.10996830059,0.0,-877172568.786649,ok
49570.0,99983694771.04207,1487019169.4299843,0.0,-657.8661991142787,29995.107994621423,0.0,-877172568.786649,ok
49580.0,99983688191.7165,1487319120.5000606,0.0,-657.9989132037675,29995.106020543975,0.0,-877172568.7866488,ok
49590.0,99983681611.0638,1487619071.550394,0.0,-658.1316272929558,29995.104046068245,0.0,-877172568.786649,ok
49600.0,99983675029.08395,1487919022.5809808,0.0,-658.2643413818437,29995.102071194233,0.0,-877172568.7866492,ok
49610.0,99983668445.77696,1488218973.5918167,0.0,-658.397055470431,29995.10009592194,0.0,-877172568.7866493,ok
49620.0,99983661861.14284,1488518924.582898,0.0,-658.5297695587178,29995.09812025136,0.0,-877172568.786649,ok
49630.0,99983655275.18156,1488818875.5542204,0.0,-658.6624836467039,29995.096144182502,0.0,-877172568.7866491,ok
49640.0,99983648687.89316,1489118826.5057802,0.0,-658.7951977343893,29995.09416771536,0.0,-877172568.7866492,ok
49650.0,99983642099.2776,1489418777.4375734,0.0,-658.9279118217739,29995.092190849937,0.0,-877172568.7866495,ok
49660.0,99983635509.33492,1489718728.349596,0.0,-659.0606259088577,29995.09021358623,0.0,-877172568.7866495,ok
49670.0,99983628918.06508,1490018679.241844,0.0,-659.1933399956406,29995.088235924242,0.0,-877172568.7866495,ok
49680.0,99983622325.46811,1490318630.1143131,0.0,-659.3260540821226,29995.08625786397,0.0,-877172568.7866492,ok
49690.0,99983615731.54399,1490618580.9669998,0.0,-659.4587681683035,29995.084279405415,0.0,-877172568.7866497,ok
49700.0,99983609136.29274,1490918531.7998998,0.0,-659.5914822541835,29995.082300548576,0.0,-877172568.7866495,ok
49710.0,99983602539.71434,1491218482.6130095,0.0,-659.7241963397622,29995.080321293455,0.0,-877172568.7866496,ok
49720.0,99983595941.8088,1491518433.4063244,0.0,-659.8569104250397,29995.07834164005,0.0,-877172568.7866495,ok
49730.0,99983589342.57613,1491818384.1798408,0.0,-659.9896245100159,29995.076361588366,0.0,-877172568.78665,ok
49740.0,99983582742.01631,1492118334.933555,0.0,-660.1223385946909,29995.074381138398,0.0,-877172568.7866496,ok
49750.0,99983576140.12935,1492418285.6674623,0.0,-660.2550526790644,29995.072400290144,0.0,-877172568.7866496,ok
49760.0,99983569536.91525,1492718236.3815594,0.0,-660.3877667631366,29995.070419043608,0.0,-877172568.78665,ok
49770.0,99983562932.37401,1493018187.075842,0.0,-660.5204808469072,29995.06843739879,0.0,-877172568.78665,ok
49780.0,99983556326.50563,1493318137.750306,0.0,-660.6531949303762,29995.06645535569,0.0,-877172568.78665,ok
49790.0,99983549719.3101,1493618088.4049475,0.0,-660.7859090135437,29995.064472914302,0.0,-877172568.7866498,ok
49800.0,99983543110.78745,1493918039.0397627,0.0,-660.9186230964094,29995.062490074633,0.0,-877172568.78665,ok
49810.0,99983536500.93764,1494217989.6547477,0.0,-661.0513371789734,29995.060506836682,0.0,-877172568.78665,ok
49820.0,99983529889.7607,1494517940.2498982,0.0,-661.1840512612356,29995.058523200445,0.0,-877172568.78665,ok
49830.0,99983523277.2566,1494817890.8252103,0.0,-661.3167653431959,29995.056539165926,0.0,-877172568.7866502,ok
49840.0,99983516663.42538,1495117841.38068,0.0,-661.4494794248543,29995.054554733124,0.0,-877172568.7866502,ok
49850.0,99983510048.26701,1495417791.9163036,0.0,-661.5821935062107,29995.052569902036,0.0,-877172568.7866502,ok
49860.0,99983503431.78151,1495717742.432077,0.0,-661.7149075872651,29995.050584672666,0.0,-877172568.7866502,ok
49870.0,99983496813.96886,1496017692.927996,0.0,-661.8476216680174,29995.048599045014,0.0,-877172568.7866502,ok
49880.0,99983490194.82907,1496317643.4040565,0.0,-661.9803357484675,29995.046613019076,0.0,-877172568.7866502,ok
49890.0,99983483574.36214,1496617593.860255,0.0,-662.1130498286153,29995.044626594856,0.0,-877172568.7866504,ok
49900.0,99983476952.56807,1496917544.2965872,0.0,-662.2457639084608,29995.04263977235,0.0,-877172568.7866504,ok
49910.0,99983470329.44685,1497217494.7130492,0.0,-662.3784779880041,29995.04065255156,0.0,-877172568.7866504,ok
49920.0,99983463704.9985,1497517445.109637,0.0,-662.5111920672448,29995.03866493249,0.0,-877172568.7866504,ok
49930.0,99983457079.223,1497817395.4863465,0.0,-662.6439061461831,29995.036676915133,0.0,-877172568.7866505,ok
49940.0,99983450452.12038,1498117345.843174,0.0,-662.7766202248189,29995.034688499494,0.0,-877172568.7866505,ok
49950.0,99983443823.6906,1498417296.1801152,0.0,-662.909334303152,29995.03269968557,0.0,-877172568.7866507,ok
49960.0,99983437193.93369,1498717246.4971664,0.0,-663.0420483811826,29995.030710473362,0.0,-877172568.7866504,ok
49970.0,99983430562.84962,1499017196.7943234,0.0,-663.1747624589103,29995.02872086287,0.0,-877172568.7866509,ok
49980.0,99983423930.43843,1499317147.0715823,0.0,-663.3074765363353,29995.026730854093,0.0,-877172568.7866507,ok
49990.0,99983417296.70009,1499617097.3289392,0.0,-663.4401906134575,29995.024740447032,0.0,-877172568.7866504,ok
50000.0,99983410661.63461,1499917047.56639,0.0,-663.5729046902767,29995.022749641685,0.0,-877172568.7866507,ok
50010.0,99983404025.24199,1500216997.7839308,0.0,-663.705618766793,29995.020758438055,0.0,-877172568.7866507,ok
50020.0,99983397387.52223,1500516947.9815574,0.0,-663.8383328430062,29995.01876683614,0.0,-877172568.7866509,ok
50030.0,99983390748.47533,1500816898.159266,0.0,-663.9710469189164,29995.01677483594,0.0,-877172568.7866509,ok
50040.0,99983384108.10129,1501116848.3170526,0.0,-664.1037609945234,29995.014782437458,0.0,-877172568.7866509,ok
50050.0,99983377466.4001,1501416798.4549134,0.0,-664.2364750698273,29995.01278964069,0.0,-877172568.786651,ok
50060.0,99983370823.37178,1501716748.572844,0.0,-664.3691891448278,29995.010796445637,0.0,-877172568.7866509,ok
50070.0,99983364179.01631,1502016698.6708407,0.0,-664.501903219525,29995.0088028523,0.0,-877172568.7866511,ok
50080.0,99983357533.33371,1502316648.7488997,0.0,-664.6346172939188,29995.006808860675,0.0,-877172568.7866513,ok
50090.0,99983350886.32396,1502616598.8070166,0.0,-664.7673313680092,29995.00481447077,0.0,-877172568.7866514,ok
50100.0,99983344237.98708,1502916548.8451877,0.0,-664.900045441796,29995.002819682577,0.0,-877172568.7866514,ok
50110.0,99983337588.32304,1503216498.8634088,0.0,-665.0327595152793,29995.0008244961,0.0,-877172568.7866514,ok
50120.0,99983330937.33188,1503516448.8616762,0.0,-665.1654735884589,29994.99882891134,0.0,-877172568.7866511,ok
50130.0,99983324285.01357,1503816398.8399858,0.0,-665.2981876613349,29994.996832928293,0.0,-877172568.7866515,ok
50140.0,99983317631.36812,1504116348.7983336,0.0,-665.430901733907,29994.99483654696,0.0,-877172568.7866516,ok
50150.0,99983310976.39552,1504416298.7367156,0.0,-665.5636158061753,29994.992839767343,0.0,-877172568.7866515,ok
50160.0,99983304320.0958,1504716248.6551278,0.0,-665.6963298781397,29994.990842589443,0.0,-877172568.7866515,ok
50170.0,99983297662.46893,1505016198.5535662,0.0,-665.8290439498003,29994.988845013257,0.0,-877172568.7866514,ok
50180.0,99983291003.51492,1505316148.4320269,0.0,-665.9617580211568,29994.986847038785,0.0,-877172568.7866514,ok
50190.0,99983284343.23378,1505616098.2905056,0.0,-666.0944720922092,29994.984848666027,0.0,-877172568.7866514,ok
50200.0,99983277681.62549,1505916048.1289988,0.0,-666.2271861629575,29994.982849894983,0.0,-877172568.7866514,ok
50210.0,99983271018.69006,1506215997.9475021,0.0,-666.3599002334017,29994.980850725653,0.0,-877172568.7866513,ok
50220.0,99983264354.42749,1506515947.746012,0.0,-666.4926143035416,29994.97885115804,0.0,-877172568.7866514,ok
50230.0,99983257688.83778,1506815897.524524,0.0,-666.6253283733772,29994.976851192143,0.0,-877172568.7866511,ok
50240.0,99983251021.92093,1507115847.2830343,0.0,-666.7580424429084,29994.97485082796,0.0,-877172568.7866511,ok
50250.0,99983244353.67694,1507415797.0215392,0.0,-666.8907565121352,29994.97285006549,0.0,-877172568.7866514,ok
50260.0,99983237684.1058,1507715746.7400343,0.0,-667.0234705810575,29994.970848904733,0.0,-877172568.7866511,ok
50270.0,99983231013.20753,1508015696.438516,0.0,-667.1561846496752,29994.96884734569,0.0,-877172568.786651,ok
50280.0,99983224340.98212,1508315646.1169798,0.0,-667.2888987179883,29994.966845388364,0.0,-877172568.786651,ok
50290.0,99983217667.42957,1508615595.7754223,0.0,-667.4216127859968,29994.96484303275,0.0,-877172568.7866514,ok
50300.0,99983210992.54987,1508915545.4138393,0.0,-667.5543268537006,29994.96284027885,0.0,-877172568.7866509,ok
50310.0,99983204316.34303,1509215495.0322268,0.0,-667.6870409210995,29994.960837126666,0.0,-877172568.786651,ok
50320.0,99983197638.80905,1509515444.6305807,0.0,-667.8197549881936,29994.958833576195,0.0,-877172568.7866513,ok
50330.0,99983190959.94794,1509815394.208897,0.0,-667.9524690549828,29994.956829627437,0.0,-877172568.786651,ok
50340.0,99983184279.75967,1510115343.767172,0.0,-668.0851831214669,29994.954825280394,0.0,-877172568.7866511,ok
50350.0,99983177598.24428,1510415293.3054016,0.0,-668.217897187646,29994.952820535065,0.0,-877172568.7866509,ok
50360.0,99983170915.40173,1510715242.8235815,0.0,-668.35061125352,29994.95081539145,0.0,-877172568.7866513,ok
50370.0,99983164231.23206,1511015192.321708,0.0,-668.4833253190889,29994.94880984955,0.0,-877172568.7866509,ok
50380.0,99983157545.73523,1511315141.799777,0.0,-668.6160393843525,29994.946803909363,0.0,-877172568.7866511,ok
50390.0,99983150858.91127,1511615091.2577848,0.0,-668.7487534493108,29994.94479757089,0.0,-877172568.7866509,ok
50400.0,99983144170.76016,1511915040.695727,0.0,-668.8814675139638,29994.94279083413,0.0,-877172568.7866509,ok
50410.0,99983137481.28192,1512214990.1136,0.0,-669.0141815783114,29994.940783699087,0.0,-877172568.7866509,ok
50420.0,99983130790.47653,1512514939.5113997,0.0,-669.1468956423536,29994.938776165753,0.0,-877172568.7866511,ok
50430.0,99983124098.34401,1512814888.889122,0.0,-669.2796097060901,29994.936768234133,0.0,-877172568.7866508,ok
50440.0,99983117404.88434,1513114838.246763,0.0,-669.4123237695211,29994.934759904227,0.0,-877172568.7866507,ok
50450.0,99983110710.09753,1513414787.5843186,0.0,-669.5450378326465,29994.932751176035,0.0,-877172568.7866509,ok
50460.0,99983104013.98358,1513714736.9017851,0.0,-669.6777518954661,29994.930742049557,0.0,-877172568.7866508,ok
50470.0,99983097316.5425,1514014686.1991584,0.0,-669.81046595798,29994.92873252479,0.0,-877172568.7866509,ok
50480.0,99983090617.77426,1514314635.4764345,0.0,-669.943180020188,29994.926722601736,0.0,-877172568.7866508,ok
50490.0,99983083917.6789,1514614584.7336092,0.0,-670.0758940820901,29994.924712280397,0.0,-877172568.7866509,ok
50500.0,99983077216.25638,1514914533.9706788,0.0,-670.2086081436863,29994.922701560772,0.0,-877172568.786651,ok
50510.0,99983070513.50673,1515214483.1876392,0.0,-670.3413222049766,29994.920690442857,0.0,-877172568.7866514,ok
50520.0,99983063809.42993,1515514432.3844864,0.0,-670.4740362659606,29994.918678926657,0.0,-877172568.7866511,ok
50530.0,99983057104.026,1515814381.5612164,0.0,-670.6067503266386,29994.91666701217,0.0,-877172568.7866511,ok
50540.0,99983050397.29492,1516114330.7178252,0.0,-670.7394643870103,29994.914654699398,0.0,-877172568.7866514,ok
50550.0,99983043689.23671,1516414279.8543088,0.0,-670.8721784470758,29994.912641988336,0.0,-877172568.786651,ok
50560.0,99983036979.85135,1516714228.9706635,0.0,-671.0048925068351,29994.910628878988,0.0,-877172568.7866514,ok
50570.0,99983030269.13885,1517014178.0668852,0.0,-671.1376065662879,29994.908615371354,0.0,-877172568.7866509,ok
50580.0,99983023557.09921,1517314127.1429698,0.0,-671.2703206254342,29994.90660146543,0.0,-877172568.7866511,ok
50590.0,99983016843.73244,1517614076.1989133,0.0,-671.4030346842741,29994.90458716122,0.0,-877172568.7866511,ok
50600.0,99983010129.03851,1517914025.234712,0.0,-671.5357487428074,29994.902572458723,0.0,-877172568.7866514,ok
50610.0,99983003413.01746,1518213974.2503612,0.0,-671.6684628010341,29994.900557357938,0.0,-877172568.7866515,ok
50620.0,99982996695.66925,1518513923.2458577,0.0,-671.8011768589541,29994.898541858867,0.0,-877172568.7866511,ok
50630.0,99982989976.99391,1518813872.2211971,0.0,-671.9338909165674,29994.896525961507,0.0,-877172568.7866514,ok
50640.0,99982983256.99144,1519113821.1763756,0.0,-672.0666049738738,29994.89450966586,0.0,-877172568.7866511,ok
